character,dialogue,season,episode 
Adora, The Horde will set it on fire.,2,04
Frosta, Frostbite smashes the wall! ,2,04
Adora, The ice armor cracks as soon as you hit stone.,2,04
Mermista, Sea-Ra destroy's the Horde bots! ,2,04
Adora,"  There is no Sea-Ra, and you guys aren't taking Catra into account!",2,04
Perfuma," Oh, sure we are, see?",2,04
Frosta," No, no, she's more like--",2,04
Frosta's Catra, ] I love ruining parties!,2,04
Glimmer, ,2,04
Glimmer's Catra,  I'm a monster!,2,04
Bow,  What a--,2,04
Bow's Catra, --purr-fectly evil group!,2,04
Adora,  None of this is right!,2,04
Glimmer,  We've been here for hours.  It's time we attack!,2,04
Adora,"  The Horde will counter whatever we throw at them. We're gonna go again, and we're not gonna leave until we have a perfect plan.",2,04
Bow," ...Adora, isn't this all going a little overboard? I mean, we've faced the Horde before. What's the worst that could happen?",2,04
Adora,"  You wanna know the worst that could happen? Fine. I'm the heaviest hitter, so Catra will separate me right away. Trap me, take my sword, do something so I'm helpless when she turns on you. She knows everything about me, exactly what I'll do, exactly how to take me out.  They'll overwhelm Frosta and Mermista with bots , they'll fire on Perfuma  and use her to draw Bow out into the open, pinning him down between the bots and the Horde soldiers. Glimmer will teleport in to save him, but she won't have enough magic left to get out, trapping them both.  Catra will make me watch all of it before she finishes me off, and then everyone is gone, and the Horde wins the war, and Etheria crumbles, and it's all my fault! ",2,04
Adora, The Horde nearly destroyed Etheria. We were barely able to stop it. If this plan isn't perfect... if I'm not perfect...everyone will--,2,04
Glimmer," Adora...I was captured by Shadow Weaver, taken to the Fright Zone, and lost my powers.",2,04
Bow,"  Glimmer, not helping...",2,04
Glimmer," But you know what? We escaped. I fought without my powers...and we won! Bad things are going to happen. That's life. You can let it paralyze you...or you can roll with it. Figure out the things you can...and, trust that your friends have your back for the rest.",2,04
Bow, You've got this Adora.,2,04
Perfuma, I cast friendship and support on my next turn.,2,04
Mermista," Here.  This is my Trident of Power. I want you to have it, especially since Bow is making me a new one.",2,04
Bow, I didn't agree to that!,2,04
Mermista, You will.,2,04
Frosta," The Winter's Bane stands with you! Also--me--Frosta--stands with you--I--can't tell if we're still in character, or not...",2,04
Adora,  Thank you.,2,04
Bow, So...What do we do now?,2,04
She-Ra,  Let's go.,2,04
Lonnie," We've added more bots to the tower's weak points. Kyle is...hiding somewhere, and Rogelio is commanding the extra turrets.",2,04
Scorpia,  A-And if there are plant monsters or warriors in ice armor or Sea-Ra--,2,04
Lonnie,"  For the last time, none of that stuff was real.  We've reinforced our defenses. We got this.",2,04
Scorpia,"  Okay. Good. Thanks, Lonnie. ...Who's Rogelio?",2,04
Lonnie,  Rogelio... The lizard guy...,2,04
Scorpia," Oh, right.  Yeah, I wondered what his deal was...",2,04
Lonnie,"  No...No, it can't be! ",2,04
Perfuma,  For the She-Ra! ,2,04
Scorpia,  F-f-fire!,2,04
Perfuma," Yay, Frosta!",2,04
Frosta,  This is...colder than I thought it would be.  But not a problem.  Snow...strike!,2,04
Frosta," Thanks, Mermista.",2,04
Mermista,"  You mean Sea-Ra, Princess of the Oceans! ",2,04
She-Ra,  Charge!,2,04
Mermista, I am Sea-Ra!,2,04
Perfuma,  Plant magic!,2,04
Frosta,  The Winter's Bane!,2,04
She-Ra," It's over, Catra. You've lost.",2,04
Scorpia, Catra's not here. But I'm happy to take you down for her. ,2,04
Bow,"  Whoo! Yeah, gotcha! ",2,04
Glimmer, Bow! ,2,04
She-Ra,  Catra's really not here? ...And she left you in charge?,2,04
Scorpia,  Yes! Why do people keep acting surprised about that?,2,04
Scorpia," Bup, bup, bup! You stay where you are. Or we'll find out if Sparkles here has enough magic to land on her feet.  Like I was saying, Catra trusts----OW! Hey!  You don't hit the person dangling you over the edge! Stop! ",2,04
She-Ra,  Glimmer? Are you okay?,2,04
Glimmer,"  How's that for improvising?  Also, it's your turn now because I'm completely out of magic.",2,04
Scorpia,"  Catra trusts--!  Catra--! Catra trusts--huh?!   Okay, seriously? How many of you are there?  Ohhh. ...Too many. ...Whoa! ",2,04
Bow,  That. Was. Awesome!,2,04
Glimmer,  Good planning session.,2,04
She-Ra,"  Thanks, guys.",2,04
Scorpia,  All in favor of blaming this on Kyle?,2,04
[At the same time,,2,04
Lonnie," Oh, yeah.",2,04
Rogelio, ,2,04
Scorpia," Yep. Yeah, that's unanimous. ]",2,04
Kyle,"  Oh, man.",2,04
Entrapta," Hi, Catra! Did you have a nice nap?",2,05
Catra,  Why is this taking so long? You said there was a First Ones weapon here. Where is it?,2,05
Entrapta," I never said ""weapon"", I said there's a piece of First Ones tech buried deep under the ice  and a really powerful one at that! With the energy levels we picked up, it must have been part of the First Ones supercomputer.",2,05
Catra,  Just...keep digging.  Hordak is not going to be happy if we waste his time and come back empty-handed.,2,05
Entrapta,  A scientist never returns empty-handed.  There's always data!,2,05
Catra,"  I'm not here freezing my tail off for data. Find me something useful, or we're packing up and heading home.  This place gives me the creeps.",2,05
Sea Hawk,"  The Dragon's Daughter Five! She cuts a fine line on the sea, does she not?",2,05
Bow," Wait, what happened to the Dragon's Daughter Four? ...Oh, oh, oh! Was it  adventure?",2,05
Sea Hawk,"  No. Termites. I couldn't save the old girl.  Anyway, I'm honored to be a part of another daring mission for the Rebellion!",2,05
She-Ra," Well, you know, we needed a boat to get up here, and you...have a boat.",2,05
Sea Hawk,"  Yes, I do!  Truth be told, I was...glad to have something to do. Mermista canceled our plans this week and she's hanging out with her other friends, and didn't invite me to join, I...",2,05
Glimmer,"  Well...let this mission distract you from all that. ...We've received reports of Horde activity from the Northern Reach. They've set up some kind of outpost, but we have no idea know why.",2,05
Bow, The Northern Reach is nothing but snow and ice. What could they possibly be doing?,2,05
She-Ra," I don't know, but it can't be good.",2,05
Scorpia,"  Okay, Scorpia, get your head in the game, alright? You've got this. You and Catra have a special bond, and deep down in her heart  she knows that.",2,05
Catra," Scorpia, good, you're here.",2,05
Scorpia," Yes, I am.",2,05
Catra,"  Entrapta brought all this junk from her lab. Help me find a space heater or something, since apparently, we live here now.",2,05
Scorpia,"  So, I've been thinking, and...I know you've been really busy and focused on your career, lately, but...would you...ever want to...you know, like ...hang out sometime? ...With me?",2,05
Catra,  What are you talking about? We are hanging out. Right now.,2,05
Scorpia," Yes. Totally. Totes. But uh, what I meant was  outside of office hours? You know we could  I don't know, umm...play a board game or...do some other type of bonding  activity? ",2,05
Entrapta,"  Aaah, careful with that! It's a rare First Ones artifact! I've been meaning to study it, but I haven't gotten the chance yet. The last time I deployed it, it ended up infecting my robots with some kind of...murder-virus.",2,05
Catra,"  You brought along a murder-virus, and not a blanket?",2,05
Entrapta,"  Oh, it does other things, too. For example, when it infected She-Ra, she lost her powers.  Also, she got very floppy.",2,05
Catra,"  A She-Ra off-switch, huh? Why didn't you say something sooner?",2,05
Scorpia," So, anyway, in non...She-Ra business,  when I said we could do something--",2,05
Entrapta, Uh-oh.,2,05
Catra,  What?,2,05
Entrapta,"  It's just a small bump. I'm sure it's fine, but...our drilling bots have gone offline. All of them. At once.  ....Come on! We should go check this out. ",2,05
Catra,  I hate this place. ,2,05
Sea Hawk,"  Come to think of it, Mermista never invites me to hang out with her other friends. I mean,  am I not cool enough, for them? I'm so cool. I'm Sea Hawk!",2,05
Glimmer,  What's wrong? Did you see something?,2,05
She-Ra," No, I think there's something else out here.",2,05
Sea Hawk,"  You know, they say all sorts of strange things happen in the Northern Reach. Voices in the wind. Monsters in the snow. Machines break down. Sailors disappear  without a trace.  We could be next!  ...I am cool, right? I am. Right?",2,05
Bow,  My tracker pad's been on the fritz ever since that rogue communications hub messed with it. I'm having trouble pinpointing the Horde's location.,2,05
Sea Hawk, Worry not. We'll follow our  instincts!  This way!,2,05
Bow," Or, there's this new signal, now. It's big. It looks like a First Ones tech signature.",2,05
She-Ra, That's where the Horde will be.,2,05
Entrapta,  Ah! Here we go. Well...the drilling bots are gone.,2,05
Scorpia,  What? They just disappeared into thin air?,2,05
Entrapta,  Maybe there's scientific truth about the rumors of strange happenings in this region...,2,05
Catra,"  We weren't sent here to chase rumors. Hordak wants  tech. If your bots can't dig it out, then maybe I'll send you down there to--",2,05
She-Ra,  Catra.,2,05
She-Ra, It's been awhile.,2,05
Catra,"  Hey, Adora.",2,05
She-Ra,  You're pretty far from the front line. I guess Shadow Weaver's keeping you away from the action since you lost the Battle of Bright Moon.,2,05
Catra,  Shadow Weaver?  Wow. I always forget how clueless you are.,2,05
She-Ra,  We're here to take back this land. It's time for you to go back to the Fright Zone.,2,05
Catra,  You want us to go?! Try and make us.,2,05
She-Ra, My pleasure.,2,05
Sea Hawk,  Adventure!,2,05
Scorpia,  This is not how this night was supposed to go!,2,05
Sea Hawk,"  Hey, while we're here, would you describe me as cool? Be honest, now.",2,05
Scorpia,  Potentially! ,2,05
Bow,  Entrapta! Whatever you're doing here has to stop! You don't understand the forces you're messing with!,2,05
Entrapta,  I know! That's the fun of it!,2,05
She-Ra,  Don't move!,2,05
Catra,"  Oh, please. You'd never have the guts.  You know, as much as I love our fights, it's way too cold for this. Why don't we try something new?! ",2,05
Glimmer,"  Catra, what did you do?!",2,05
Catra,  You said she'd be powerless.,2,05
Entrapta, She will be. Eventually. I think.,2,05
Catra," Actually, this is pretty cool.",2,05
Glimmer," I know you're still in there, Adora! You've got to snap out of it! Let go of the sword. You're gonna be okay, I promise!",2,05
Bow,  Glimmer! ,2,05
Sea Hawk,  What is happening?!,2,05
Catra,  This is the greatest thing that's ever happened.,2,05
Catra,  Adora! Wait!,2,05
Scorpia,  Stay away from her! ,2,05
Entrapta,"  Oh! I get it now! The sword got infected, not Adora herself. Huh. I guess she really is organic matter.",2,05
Scorpia,"  Catra, are you okay?!",2,05
Catra,"  That went so much better than I could've ever hoped.  Looks like you're mine now, Adora.  Come on, get her inside.",2,05
Bow,  Is everyone okay?,2,05
Sea Hawk,"  Well, I for one, am shocked and terrified. What happened up there?",2,05
Glimmer, It's Entrapta's disc. It infected She-Ra once before. We've got to get to Catra and destroy it for good.,2,05
Sea Hawk,"  Okay. Let's go, Glimmer. Teleport us up there.  Adventure!",2,05
Glimmer,"  I can't. I exhausted my magic in the fight. Until I can recharge, we're climbing.",2,05
Sea Hawk,"  Well, that's terribly inconvenient. Shouldn't you keep better count, or something?",2,05
Glimmer,  I hope Catra survives She-Ra so I can wipe that smirk off her face myself.,2,05
Catra,"  Always so perfect, look at you now. You're coming back to the Horde, under my command.",2,05
